city_ascii,lat,lng,country,iso2,iso3,population
Novomoskovsk,54.0333,38.2667,Russia,RU,RUS,125647
Polatli,39.5842,32.1472,Turkey,TR,TUR,125075
Duma,33.5722,36.4019,Syria,SY,SYR,123494
"Al Hajar al Aswad",33.4581,36.3053,Syria,SY,SYR,101827
Kadirli,37.3739,36.0961,Turkey,TR,TUR,124053
Cherkessk,44.2222,42.0575,Russia,RU,RUS,122395
Khrustalnyi,48.1214,38.9453,Ukraine,UA,UKR,124000
Derbent,42.0692,48.2958,Russia,RU,RUS,123720
Munuf,30.4667,30.9333,Egypt,EG,EGY,117240
Jirja,26.3419,31.8894,Egypt,EG,EGY,102597
Patnos,39.2358,42.8686,Turkey,TR,TUR,122833
Behbahan,30.5958,50.2417,Iran,IR,IRN,122604
Orekhovo-Zuyevo,55.8,38.9667,Russia,RU,RUS,118822
Gyumri,40.7833,43.8333,Armenia,AM,ARM,121976
Dorud,33.4933,49.075,Iran,IR,IRN,121608
Samandag,36.085,35.9806,Turkey,TR,TUR,121109
Dogubayazit,39.55,44.0833,Turkey,TR,TUR,121263
"Mohammad Shahr",35.7631,50.9172,Iran,IR,IRN,119418
Kaspiysk,42.8833,47.6333,Russia,RU,RUS,116340
Zahle,33.8439,35.9072,Lebanon,LB,LBN,100000
Nazarabad,35.9522,50.6075,Iran,IR,IRN,119512
Nazran,43.2167,44.7667,Russia,RU,RUS,117936
Nevinnomyssk,44.6333,41.9333,Russia,RU,RUS,117446
Reutov,55.7667,37.8667,Russia,RU,RUS,106990
Karatepe,40.6883,30.0144,Turkey,TR,TUR,118066
Giyon,8.5304,37.97,Ethiopia,ET,ETH,114534
Obninsk,55.1,36.6167,Russia,RU,RUS,115029
Kapakli,41.3333,27.9667,Turkey,TR,TUR,116882
Buzau,45.1517,26.8167,Romania,RO,ROU,115494
Dimitrovgrad,54.2333,49.5833,Russia,RU,RUS,116055
Ramenskoye,55.5669,38.2303,Russia,RU,RUS,116077
Kilis,36.7167,37.1167,Turkey,TR,TUR,116034
Berdyans'k,46.7598,36.7845,Ukraine,UA,UKR,114205
Sloviansk,48.87,37.625,Ukraine,UA,UKR,113196
"Bet Shemesh",31.7514,34.9886,Israel,IL,ISR,114371
Nikopol',47.5772,34.3575,Ukraine,UA,UKR,112102
Asela,7.95,39.1167,Ethiopia,ET,ETH,110088
Kusadasi,37.8586,27.2594,Turkey,TR,TUR,113580
Jounie,33.9697,35.6156,Lebanon,LB,LBN,102221
Akcakale,36.7108,38.9478,Turkey,TR,TUR,113194
Burdur,37.7167,30.2833,Turkey,TR,TUR,113077
Kamyshin,50.0833,45.4,Russia,RU,RUS,111100
Dolgoprudnyy,55.9333,37.5,Russia,RU,RUS,108861
Kars,40.6069,43.0931,Turkey,TR,TUR,112260
Kuopio,62.8925,27.6783,Finland,FI,FIN,112117
Zhukovskiy,55.6011,38.1161,Russia,RU,RUS,107994
Murom,55.5725,42.0514,Russia,RU,RUS,109072
Jawhar,2.767,45.5166,Somalia,SO,SOM,111308
"As Salamiyah",35.0111,37.0531,Syria,SY,SYR,110683
Yessentuki,44.0431,42.8644,Russia,RU,RUS,108679
"Ash Shaykh `Uthman",12.8866,45.0279,Yemen,YE,YEM,105248
Baneh,35.9975,45.8853,Iran,IR,IRN,110218
Botosani,47.7486,26.6694,Romania,RO,ROU,106847
Soma,39.1833,27.6056,Turkey,TR,TUR,108981
Novoshakhtinsk,47.7667,39.9167,Russia,RU,RUS,108345
Orsha,54.5092,30.4258,Belarus,BY,BLR,108100
"An Nuhud",12.6904,28.42,Sudan,SD,SDN,108008
Pavlohrad,48.52,35.87,Ukraine,UA,UKR,106082
Yevpatoriya,45.2,33.3583,Ukraine,UA,UKR,106158
"Umm Qasr",30.0342,47.9294,Iraq,IQ,IRQ,107620
Sliven,42.6808,26.3164,Bulgaria,BG,BGR,107570
"Kefar Sava",32.1858,34.9077,Israel,IL,ISR,100800
Alchevsk,48.4672,38.7983,Ukraine,UA,UKR,105398
Arzamas,55.3833,43.8,Russia,RU,RUS,104547
Kemalpasa,38.4261,27.4172,Turkey,TR,TUR,106298
Nusaybin,37.0833,41.2167,Turkey,TR,TUR,105856
Akhmim,26.5642,31.7461,Egypt,EG,EGY,101509
Brovary,50.5114,30.7903,Ukraine,UA,UKR,102856
Yelets,52.6167,38.4667,Russia,RU,RUS,104349
Pushkino,56.0167,37.85,Russia,RU,RUS,105479
Mazyr,52.05,29.2333,Belarus,BY,BLR,105700
Tikrit,34.6,43.6833,Iraq,IQ,IRQ,105700
"Robat Karim",35.4847,51.0828,Iran,IR,IRN,105393
Tarim,16.05,49,Yemen,YE,YEM,105552
Yozgat,39.8208,34.8083,Turkey,TR,TUR,105167
"Al Faw",29.98,48.47,Iraq,IQ,IRQ,105080
Dobrich,43.5667,27.8333,Bulgaria,BG,BGR,104530
"Sergiyev Posad",56.3,38.1333,Russia,RU,RUS,104579
Konotop,51.2369,33.2027,Ukraine,UA,UKR,103547
Lysychansk,48.9169,38.4306,Ukraine,UA,UKR,103459
"Khak-e `Ali",36.1283,50.1764,Iran,IR,IRN,104417
"Ed Damer",17.59,33.96,Sudan,SD,SDN,103941
Elista,46.3167,44.2667,Russia,RU,RUS,103132
Novokuybyshevsk,53.1,49.9167,Russia,RU,RUS,102075
Bergama,39.1228,27.1783,Turkey,TR,TUR,103185
Kirklareli,41.7347,27.2253,Turkey,TR,TUR,102909
Noginsk,55.85,38.4333,Russia,RU,RUS,102592
Shushtar,32.0436,48.8569,Iran,IR,IRN,101878
Zheleznogorsk,52.3333,35.3667,Russia,RU,RUS,100740
Salihorsk,52.7842,27.5425,Belarus,BY,BLR,101400
Navapolatsk,55.5333,28.6667,Belarus,BY,BLR,98800
Ahar,38.475,47.0603,Iran,IR,IRN,100641
"Masjed Soleyman",31.9333,49.3,Iran,IR,IRN,100497
Kam'yanets'-Podil's'kyy,48.6806,26.5806,Ukraine,UA,UKR,100462
Mingacevir,40.77,47.0489,Azerbaijan,AZ,AZE,98800
Herzliyya,32.1556,34.8422,Israel,IL,ISR,93989
Shumen,43.27,26.9244,Bulgaria,BG,BGR,97719
Xirdalan,40.4486,49.7564,Azerbaijan,AZ,AZE,95200
Bunia,1.5604,30.24,"Congo (Kinshasa)",CD,COD,96764
Tartu,58.38,26.7225,Estonia,EE,EST,93865
Zifta,30.7119,31.2394,Egypt,EG,EGY,93740
Cankiri,40.6,33.6167,Turkey,TR,TUR,96025
"Al Bahah",20.0129,41.4677,"Saudi Arabia",SA,SAU,95089
Suceava,47.6514,26.2556,Romania,RO,ROU,92121
Sirnak,37.5164,42.4611,Turkey,TR,TUR,93431
Bender,46.8333,29.4833,Moldova,MD,MDA,91882
`Amran,15.65,43.9333,Yemen,YE,YEM,90792
Lobnya,56.0167,37.4833,Russia,RU,RUS,88220
Vanadzor,40.8128,44.4883,Armenia,AM,ARM,90525
Tartus,34.8833,35.8833,Syria,SY,SYR,89457
"As Salt",32.0333,35.7333,Jordan,JO,JOR,88900
Darayya,33.4589,36.2372,Syria,SY,SYR,84044
Mardin,37.3167,40.7378,Turkey,TR,TUR,86948
Nabatiye,33.3833,35.45,Lebanon,LB,LBN,80000
"Piatra Neamt",46.9275,26.3708,Romania,RO,ROU,85055
"Ath Thawrah",35.8344,38.5464,Syria,SY,SYR,84000
Kouvola,60.8681,26.7042,Finland,FI,FIN,85855
Kuznetsk,53.1167,46.6,Russia,RU,RUS,82276
Daugavpils,55.8714,26.5161,Latvia,LV,LVA,84592
Yambol,42.4844,26.5086,Bulgaria,BG,BGR,84232
Manfalut,27.3128,30.9703,Egypt,EG,EGY,82585
Uman',48.75,30.2167,Ukraine,UA,UKR,82762
Nazareth,32.7021,35.2978,Israel,IL,ISR,83400
Ivanteyevka,55.97,37.92,Russia,RU,RUS,79346
Lodwar,3.1167,35.6,Kenya,KE,KEN,82970
"Al Muharraq",26.25,50.6167,Bahrain,BH,BHR,75000
Bilecik,40.1431,29.9792,Turkey,TR,TUR,81723
Hakkari,37.5744,43.7408,Turkey,TR,TUR,81424
Focsani,45.6997,27.1797,Romania,RO,ROU,79315
Adigrat,14.2667,39.45,Ethiopia,ET,ETH,76400
Ra`ananna,32.1833,34.8667,Israel,IL,ISR,74000
Maghaghah,28.6483,30.8422,Egypt,EG,EGY,75657
Nek'emte,9.0905,36.53,Ethiopia,ET,ETH,73018
Ramla,31.9318,34.8736,Israel,IL,ISR,75500
Joensuu,62.6,29.7639,Finland,FI,FIN,75514
Naxcivan,39.2089,45.4122,Azerbaijan,AZ,AZE,74500
Assab,13.0078,42.7411,Eritrea,ER,ERI,74405
Tulcea,45.19,28.8,Romania,RO,ROU,73707
"Debre Mark'os",10.34,37.72,Ethiopia,ET,ETH,70758
Sa`dah,16.9358,43.7644,Yemen,YE,YEM,70203
Lappeenranta,61.0583,28.1861,Finland,FI,FIN,72875
"Arba Minch'",6.04,37.55,Ethiopia,ET,ETH,69622
"Al Qusiyah",27.4403,30.8183,Egypt,EG,EGY,69388
Bitlis,38.4,42.1167,Turkey,TR,TUR,71501
Zinjibar,13.1283,45.3803,Yemen,YE,YEM,70801
Giv`atayim,32.0697,34.8117,Israel,IL,ISR,59518
Aksum,14.1284,38.7173,Ethiopia,ET,ETH,66800
Georgiyevsk,44.15,43.4667,Russia,RU,RUS,67054
"Debre Birhan",9.6804,39.53,Ethiopia,ET,ETH,65231
Saki,41.1919,47.1706,Azerbaijan,AZ,AZE,68360
"Marsa Matruh",31.3333,27.2333,Egypt,EG,EGY,68339
Buynaksk,42.8167,47.1167,Russia,RU,RUS,65080
Fryazino,55.95,38.05,Russia,RU,RUS,60437
Sokhumi,43.0033,41.0153,Georgia,GE,GEO,64441
Bayburt,40.2546,40.226,Turkey,TR,TUR,66633
Calarasi,44.2,27.3333,Romania,RO,ROU,65181
"As Suwayda'",32.7,36.5667,Syria,SY,SYR,64730
Sinop,42.0267,35.1511,Turkey,TR,TUR,64544
Beledweyne,4.736,45.204,Somalia,SO,SOM,62945
Khartsyzk,48.0333,38.15,Ukraine,UA,UKR,59763
Chornomors'k,46.3017,30.6569,Ukraine,UA,UKR,59800
Lytkarino,55.5833,37.8833,Russia,RU,RUS,58606
Gaalkacyo,6.7697,47.4308,Somalia,SO,SOM,61200
Klimovsk,55.3667,37.5333,Russia,RU,RUS,56239
"Hod HaSharon",32.15,34.8833,Israel,IL,ISR,56659
Rodos,36.4412,28.2225,Greece,GR,GRC,56969
Samannud,30.9667,31.25,Egypt,EG,EGY,57177
Dzerzhinskiy,55.6333,37.85,Russia,RU,RUS,55669
Kitgum,3.3004,32.87,Uganda,UG,UGA,56891
Yevlax,40.6172,47.15,Azerbaijan,AZ,AZE,59036
"Qiryat Ata",32.8,35.1,Israel,IL,ISR,55464
"Rosh Ha`Ayin",32.0833,34.95,Israel,IL,ISR,56300
Novohrad-Volynskyi,50.5833,27.6333,Ukraine,UA,UKR,56288
"Umm el Fahm",32.5158,35.1525,Israel,IL,ISR,55300
"Al Mafraq",32.2833,36.2333,Jordan,JO,JOR,57118
Gumushane,40.4597,39.4778,Turkey,TR,TUR,57269
Mugla,37.2167,28.3667,Turkey,TR,TUR,56619
Vaslui,46.6383,27.7292,Romania,RO,ROU,55407
"Abu Qir",31.3167,30.0667,Egypt,EG,EGY,37997
"Madinat Hamad",26.1128,50.5139,Bahrain,BH,BHR,52700
Mikkeli,61.6875,27.2736,Finland,FI,FIN,54665
"Nes Ziyyona",31.9333,34.8,Israel,IL,ISR,50200
Moskovskiy,55.5991,37.355,Russia,RU,RUS,50167
Myrnohrad,48.3022,37.2614,Ukraine,UA,UKR,50360
Lankaran,38.7536,48.8511,Azerbaijan,AZ,AZE,51300
Larnaca,34.9233,33.6305,Cyprus,CY,CYP,48947
Jarash,32.2723,35.8914,Jordan,JO,JOR,50745
Harasta,33.5586,36.365,Syria,SY,SYR,45974
Ma`an,30.192,35.736,Jordan,JO,JOR,50350
"Al Kharijah",25.44,30.55,Egypt,EG,EGY,49991
Kotelniki,55.65,37.8667,Russia,RU,RUS,46763
"Al Balyana",26.2329,31.9993,Egypt,EG,EGY,46997
"Hagere Hiywet",8.9833,37.85,Ethiopia,ET,ETH,43920
"Ramat HaSharon",32.1461,34.8394,Israel,IL,ISR,46700
Wajir,1.75,40.0667,Kenya,KE,KEN,45771
Rovenky,48.0833,39.3667,Ukraine,UA,UKR,46734
Krasnoznamensk,55.6,37.0333,Russia,RU,RUS,41769
Gori,41.9817,44.1124,Georgia,GE,GEO,48143
Kanash,55.5167,47.5,Russia,RU,RUS,45482
Karmi'el,32.9,35.2833,Israel,IL,ISR,45300
Hajjah,15.695,43.5975,Yemen,YE,YEM,46568
"Naj` Hammadi",26.05,32.25,Egypt,EG,EGY,45038
Boosaaso,11.28,49.18,Somalia,SO,SOM,46969
"Qiryat Ono",32.0636,34.8553,Israel,IL,ISR,37791
Aweil,8.7666,27.4,"South Sudan",SS,SSD,46705
Slobozia,44.5639,27.3661,Romania,RO,ROU,45891
"Madinat `Isa",26.1736,50.5478,Bahrain,BH,BHR,40000
Targovishte,43.2467,26.5719,Bulgaria,BG,BGR,45535
"Qiryat Bialik",32.8331,35.0664,Israel,IL,ISR,39900
Shefar`am,32.8056,35.1694,Israel,IL,ISR,41600
Zugdidi,42.5083,41.8667,Georgia,GE,GEO,42998
Kapan,39.2011,46.415,Armenia,AM,ARM,43190
Garbahaarrey,3.35,42.2667,Somalia,SO,SOM,43000
Silistra,44.1186,27.2603,Bulgaria,BG,BGR,42651
Myrhorod,49.964,33.6124,Ukraine,UA,UKR,40160
Ardahan,41.1167,42.7,Turkey,TR,TUR,42226
Razgrad,43.5267,26.5242,Bulgaria,BG,BGR,41909
Morshansk,53.45,41.8,Russia,RU,RUS,39362
Famagusta,35.1167,33.95,Cyprus,CY,CYP,40920
Samkir,40.8564,46.0172,Azerbaijan,AZ,AZE,40600
"Al Karnak",25.7184,32.6581,Egypt,EG,EGY,26488
"Al Bayda'",13.979,45.574,Yemen,YE,YEM,37821
Yambio,4.5705,28.4163,"South Sudan",SS,SSD,40382
"Al Wasitah",29.3372,31.2036,Egypt,EG,EGY,37916
Xacmaz,41.4681,48.8028,Azerbaijan,AZ,AZE,39900
Massawa,15.6,39.4333,Eritrea,ER,ERI,39758
Agcabadi,40.0489,47.4502,Azerbaijan,AZ,AZE,39200
Barda,40.3831,47.1186,Azerbaijan,AZ,AZE,38500
Tunceli,39.1061,39.5481,Turkey,TR,TUR,38504
Bucha,50.5464,30.235,Ukraine,UA,UKR,35162
Paphos,34.7761,32.4265,Cyprus,CY,CYP,35961
"Ali Sabieh",11.1558,42.7125,Djibouti,DJ,DJI,37939
Adjumani,3.3614,31.8097,Uganda,UG,UGA,34700
Kajaani,64.225,27.7333,Finland,FI,FIN,37622
`Ataq,14.55,46.8,Yemen,YE,YEM,37315
"Al Qunaytirah",33.1256,35.8239,Syria,SY,SYR,37022
Goba,7.01,39.97,Ethiopia,ET,ETH,34369
Goycay,40.6553,47.7389,Azerbaijan,AZ,AZE,36200
Chuhuiv,49.8353,36.6756,Ukraine,UA,UKR,33144
Artvin,41.1822,41.8194,Turkey,TR,TUR,35081
Dikhil,11.1086,42.3667,Djibouti,DJ,DJI,35000
Lahij,13.05,44.8833,Yemen,YE,YEM,30661
Masindi,1.6744,31.715,Uganda,UG,UGA,31486
Kyrenia,35.3403,33.3192,Cyprus,CY,CYP,33207
Kokhma,56.9333,41.0833,Russia,RU,RUS,30500
"Dagestanskiye Ogni",42.1167,48.2,Russia,RU,RUS,29401
Mandera,3.9167,41.8333,Kenya,KE,KEN,30433
Rumbek,6.8,29.6833,"South Sudan",SS,SSD,32083
Shumerlya,55.5,46.4167,Russia,RU,RUS,29553
Zaqatala,41.6336,46.6433,Azerbaijan,AZ,AZE,31300
Imisli,39.8697,48.06,Azerbaijan,AZ,AZE,31310
Mytilini,39.1114,26.5621,Greece,GR,GRC,29328
Udomlya,57.8833,35.0167,Russia,RU,RUS,28119
Nebbi,2.4758,31.1025,Uganda,UG,UGA,30354
Desnogorsk,54.1531,33.2903,Russia,RU,RUS,27771
Ungheni,47.2042,27.7958,Moldova,MD,MDA,30804
Salyan,39.5968,48.9837,Azerbaijan,AZ,AZE,30396
Cahul,45.9075,28.1944,Moldova,MD,MDA,30018
Moyale,3.527,39.056,Kenya,KE,KEN,24837
Rezekne,56.5067,27.3308,Latvia,LV,LVA,28174
Agdas,40.65,47.4833,Azerbaijan,AZ,AZE,29600
Armavir,40.15,44.04,Armenia,AM,ARM,28800
Qaha,30.2833,31.2,Egypt,EG,EGY,26694
Mendefera,14.8833,38.8167,Eritrea,ER,ERI,28492
Qazax,41.0933,45.3661,Azerbaijan,AZ,AZE,28000
Losino-Petrovskiy,55.8667,38.2,Russia,RU,RUS,25424
Moyo,3.6504,31.72,Uganda,UG,UGA,22434
Dongola,19.1769,30.4839,Sudan,SD,SDN,26404
Calilabad,39.2042,48.4958,Azerbaijan,AZ,AZE,25846
"Kafr Shukr",30.547,31.2673,Egypt,EG,EGY,23390
Artashat,39.9539,44.5506,Armenia,AM,ARM,25400
"At Tafilah",30.8375,35.6042,Jordan,JO,JOR,25429
"Kafr Qasim",32.1142,34.9772,Israel,IL,ISR,22743
"Haci Zeynalabdin",40.6242,49.5575,Azerbaijan,AZ,AZE,22000
Baalbek,34.0061,36.2086,Lebanon,LB,LBN,24000
Sharunah,28.5667,30.85,Egypt,EG,EGY,22221
"Gan Yavne",31.7886,34.7053,Israel,IL,ISR,22453
Sukhodilsk,48.35,39.7167,Ukraine,UA,UKR,21324
Bilasuvar,39.4481,48.5428,Azerbaijan,AZ,AZE,22800
Soroca,48.1558,28.2975,Moldova,MD,MDA,22196
"Al Karak",31.1833,35.7,Jordan,JO,JOR,21678
Ashtarak,40.3,44.4,Armenia,AM,ARM,21600
Haciqabul,40.0375,48.935,Azerbaijan,AZ,AZE,21504
Obock,11.9667,43.2833,Djibouti,DJ,DJI,21200
Orhei,47.3831,28.8231,Moldova,MD,MDA,21065
Telavi,41.9167,45.4833,Georgia,GE,GEO,20900
Quba,41.3653,48.5264,Azerbaijan,AZ,AZE,20791
Ismayilli,40.7839,48.1439,Azerbaijan,AZ,AZE,20660
Agsu,40.5708,48.3928,Azerbaijan,AZ,AZE,20200
Asosa,10.0667,34.5167,Ethiopia,ET,ETH,20226
Agstafa,41.1167,45.45,Azerbaijan,AZ,AZE,20200
Comrat,46.3003,28.6572,Moldova,MD,MDA,20113
Baabda,33.8333,35.5333,Lebanon,LB,LBN,9000
Visaginas,55.6,26.4333,Lithuania,LT,LTU,18514
Pakwach,2.45,31.5,Uganda,UG,UGA,17541
Siyazan,41.0783,49.1061,Azerbaijan,AZ,AZE,18655
Sabirabad,40.0053,48.4719,Azerbaijan,AZ,AZE,18612
Straseni,47.1414,28.6103,Moldova,MD,MDA,18376
Torit,4.4167,32.5667,"South Sudan",SS,SSD,17957
Saatli,39.9311,48.3697,Azerbaijan,AZ,AZE,17900
Akhaltsikhe,41.6389,42.9861,Georgia,GE,GEO,17903
Marsabit,2.3333,37.9833,Kenya,KE,KEN,17127
Ma'rib,15.4228,45.3375,Yemen,YE,YEM,16794
Astara,38.44,48.875,Azerbaijan,AZ,AZE,16800
Rakvere,59.3506,26.3611,Estonia,EE,EST,15189
Causeni,46.6442,29.4139,Moldova,MD,MDA,15939
Edinet,48.1681,27.305,Moldova,MD,MDA,15520
Kurdamir,40.3383,48.1608,Azerbaijan,AZ,AZE,15385
Goygol,40.5905,46.3239,Azerbaijan,AZ,AZE,15338
Masalli,39.0183,48.6669,Azerbaijan,AZ,AZE,14746
Tadjourah,11.7833,42.8833,Djibouti,DJ,DJI,14820
Sironko,1.2294,34.2481,Uganda,UG,UGA,14100
Neftcala,39.3791,49.2486,Azerbaijan,AZ,AZE,14241
Qusar,41.4219,48.4214,Azerbaijan,AZ,AZE,14230
Yehud,32.0333,34.8833,Israel,IL,ISR,11100
Negele,5.3166,39.5833,Ethiopia,ET,ETH,11772
Tovuz,40.9864,45.6275,Azerbaijan,AZ,AZE,13700
Hirnyk,48.05,37.3667,Ukraine,UA,UKR,11378
Kumi,1.4608,33.9361,Uganda,UG,UGA,13000
Drochia,48.0308,27.8126,Moldova,MD,MDA,13150
Ialoveni,46.9431,28.7778,Moldova,MD,MDA,12515
Obo,5.4,26.5,"Central African Republic",CF,CAF,12887
"At Tur",28.2333,33.6167,Egypt,EG,EGY,12733
Voru,57.8486,26.9928,Estonia,EE,EST,11859
Tartar,40.3353,46.9303,Azerbaijan,AZ,AZE,12563
Hincesti,46.8258,28.5936,Moldova,MD,MDA,12491
Singerei,47.6406,28.1419,Moldova,MD,MDA,12465
Taraclia,45.9,28.6689,Moldova,MD,MDA,12355
Beylaqan,39.7692,47.6156,Azerbaijan,AZ,AZE,12263
Falesti,47.5736,27.7092,Moldova,MD,MDA,12074
Floresti,47.8933,28.3014,Moldova,MD,MDA,11998
Cimislia,46.52,28.7842,Moldova,MD,MDA,11997
Qax,41.4194,46.9181,Azerbaijan,AZ,AZE,11415
Magas,43.1667,44.8167,Russia,RU,RUS,10333
Rezina,47.7492,28.9622,Moldova,MD,MDA,11032
"Anenii Noi",46.8817,29.2308,Moldova,MD,MDA,10872
Calarasi,47.2544,28.3081,Moldova,MD,MDA,10808
Daskasan,40.5181,46.0828,Azerbaijan,AZ,AZE,10700
Johvi,59.3575,27.4122,Estonia,EE,EST,10541
"Al Mahwit",15.4694,43.5453,Yemen,YE,YEM,10593
Ordubad,38.9047,46.0231,Azerbaijan,AZ,AZE,10372
Nisporeni,47.0814,28.1783,Moldova,MD,MDA,10063
Riscani,47.9561,27.5536,Moldova,MD,MDA,9259
Katakwi,1.8911,33.9661,Uganda,UG,UGA,8400
Gavarr,40.3667,45.1333,Armenia,AM,ARM,8751
Glodeni,47.7708,27.5144,Moldova,MD,MDA,8676
Basarabeasca,46.3333,28.9667,Moldova,MD,MDA,8471
Zardab,40.2111,47.7108,Azerbaijan,AZ,AZE,8450
Balakan,41.7233,46.3919,Azerbaijan,AZ,AZE,8134
Yeghegnadzor,39.7667,45.35,Armenia,AM,ARM,8200
Qobustan,40.5333,48.9333,Azerbaijan,AZ,AZE,8100
Soroti,1.6833,33.6167,Uganda,UG,UGA,1038
Ludza,56.5439,27.7211,Latvia,LV,LVA,8071
Mtskheta,41.85,44.7167,Georgia,GE,GEO,7940
Kraslava,55.8956,27.1644,Latvia,LV,LVA,7978
Koboko,3.4136,30.9599,Uganda,UG,UGA,
Naftalan,40.5058,46.8192,Azerbaijan,AZ,AZE,7700
Bentiu,9.25,29.8,"South Sudan",SS,SSD,7781
Gulbene,57.175,26.7564,Latvia,LV,LVA,7507
Leova,46.4786,28.2553,Moldova,MD,MDA,7443
Oguz,41.0714,47.4653,Azerbaijan,AZ,AZE,7400
Briceni,48.3628,27.085,Moldova,MD,MDA,7314
Goranboy,40.61,46.7872,Azerbaijan,AZ,AZE,7333
Lerik,38.7753,48.4153,Azerbaijan,AZ,AZE,7301
Livani,56.3539,26.1761,Latvia,LV,LVA,7343
Ocnita,48.4167,27.4833,Moldova,MD,MDA,7254
Telenesti,47.4997,28.3656,Moldova,MD,MDA,7227
Madona,56.8542,26.22,Latvia,LV,LVA,7206
Donduseni,48.2244,27.5853,Moldova,MD,MDA,7101
"Stefan Voda",46.5153,29.6631,Moldova,MD,MDA,7078
Nakasongola,1.3089,32.4564,Uganda,UG,UGA,6921
Aluksne,57.4239,27.0503,Latvia,LV,LVA,6930
Criuleni,47.2167,29.1614,Moldova,MD,MDA,6708
Preili,56.2942,26.7247,Latvia,LV,LVA,6522
Zarasai,55.7306,26.2472,Lithuania,LT,LTU,6458
Jogeva,58.7461,26.3956,Estonia,EE,EST,5073
Balvi,57.1292,27.2667,Latvia,LV,LVA,6334
Polva,58.0536,27.0556,Estonia,EE,EST,5324
Soldanesti,47.8153,28.7967,Moldova,MD,MDA,5883
Gadabay,40.5656,45.8161,Azerbaijan,AZ,AZE,5049
Svencionys,55.1333,26.1556,Lithuania,LT,LTU,4458
Agdam,39.9833,46.9167,Azerbaijan,AZ,AZE,3770
Kaberamaido,1.7389,33.1594,Uganda,UG,UGA,3400
Moroto,2.5403,34.64,Uganda,UG,UGA,371
Gambela,8.25,34.5833,Ethiopia,ET,ETH,
Cantemir,46.2781,28.2008,Moldova,MD,MDA,3429
Kaabong,3.5204,34.12,Uganda,UG,UGA,1137
Vilani,56.5528,26.9253,Latvia,LV,LVA,2938
Kapchorwa,1.3965,34.4509,Uganda,UG,UGA,
Garoowe,8.4,48.4833,Somalia,SO,SOM,2568
Ilukste,55.9781,26.2967,Latvia,LV,LVA,2365
Marka,1.7156,44.7703,Somalia,SO,SOM,1958
Dagda,56.0947,27.5369,Latvia,LV,LVA,2122
Hoima,1.4356,31.3436,Uganda,UG,UGA,
Ambrolauri,42.5167,43.15,Georgia,GE,GEO,2047
Karsava,56.7867,27.6739,Latvia,LV,LVA,2003
Yumbe,3.4651,31.2469,Uganda,UG,UGA,
Varaklani,56.6078,26.755,Latvia,LV,LVA,1853
Xuddur,4.12,43.8878,Somalia,SO,SOM,1639
Lubana,56.9017,26.7228,Latvia,LV,LVA,1596
Zilupe,56.3856,28.1225,Latvia,LV,LVA,1469
Cesvaine,56.9683,26.3067,Latvia,LV,LVA,1410
Xocali,39.9111,46.7892,Azerbaijan,AZ,AZE,1397
Vilaka,57.1842,27.6722,Latvia,LV,LVA,1309
Halba,34.5428,36.0797,Lebanon,LB,LBN,
Ape,57.5392,26.6928,Latvia,LV,LVA,876
Madaba,31.7167,35.8,Jordan,JO,JOR,
Bulambuli,1.1667,34.3833,Uganda,UG,UGA,
Maracha,3.2704,30.9553,Uganda,UG,UGA,
Kapenguria,1.2389,35.1119,Kenya,KE,KEN,
Apac,1.9845,32.534,Uganda,UG,UGA,
Dhuusamarreeb,5.5375,46.3875,Somalia,SO,SOM,447
Butebo,1.1942,33.9222,Uganda,UG,UGA,
`Ajlun,32.3325,35.7517,Jordan,JO,JOR,
"Al Jabin",14.704,43.599,Yemen,YE,YEM,
"Ad Dali`",13.6957,44.7314,Yemen,YE,YEM,
Serere,1.518,33.4589,Uganda,UG,UGA,
Amuria,2.0036,33.6511,Uganda,UG,UGA,
Bukedea,1.3169,34.0506,Uganda,UG,UGA,
Binyin,1.4167,34.5333,Uganda,UG,UGA,
Kole,2.4002,32.8003,Uganda,UG,UGA,
Zombo,2.5135,30.9091,Uganda,UG,UGA,
Heydarabad,39.7229,44.8485,Azerbaijan,AZ,AZE,
Bukwo,1.3,34.75,Uganda,UG,UGA,
Dokolo,1.9167,33.172,Uganda,UG,UGA,
Ngora,1.4314,33.7772,Uganda,UG,UGA,
Alebtong,2.2447,33.2547,Uganda,UG,UGA,
Oyam,2.2141,32.3703,Uganda,UG,UGA,
Rabak,13.188,32.7437,Sudan,SD,SDN,
Kalaki,1.816,33.337,Uganda,UG,UGA,
Ucar,40.5121,47.6519,Azerbaijan,AZ,AZE,
Amolatar,1.6378,32.8448,Uganda,UG,UGA,
Qubadli,39.3439,46.5797,Azerbaijan,AZ,AZE,73
Ozurgeti,41.9333,41.9833,Georgia,GE,GEO,
Lamwo,3.5297,32.8016,Uganda,UG,UGA,
Hrazdan,40.5,44.7667,Armenia,AM,ARM,
Ilam,33.6374,46.4227,Iran,IR,IRN,
Palenga,2.6131,32.3369,Uganda,UG,UGA,
Singa,13.1483,33.9311,Sudan,SD,SDN,
Sarur,39.5544,44.9826,Azerbaijan,AZ,AZE,
Kotido,2.9806,34.1331,Uganda,UG,UGA,
Lacin,39.6408,46.5469,Azerbaijan,AZ,AZE,
Boorama,9.9361,43.1828,Somalia,SO,SOM,
Cocieri,47.3087,29.1101,Moldova,MD,MDA,
